rusher_player_name,ydstogo,yards_gained,seconddown,thirddown,fourthdown
J.Conner,5.0,5.0,0,0,0
T.Benson,10.0,-3.0,0,0,0
T.Benson,10.0,1.0,0,0,0
J.Conner,9.0,10.0,1,0,0
J.Conner,10.0,8.0,0,0,0
J.Conner,2.0,1.0,1,0,0
K.Murray,1.0,10.0,0,1,0
J.Conner,7.0,2.0,1,0,0
T.Benson,10.0,2.0,0,0,0
T.Benson,8.0,-1.0,1,0,0
E.Demercado,9.0,41.0,0,1,0
E.Demercado,10.0,5.0,0,0,0
T.Benson,5.0,3.0,1,0,0
C.Tune,2.0,-6.0,0,1,0
B.Corum,10.0,2.0,0,0,0
B.Corum,8.0,8.0,1,0,0
B.Corum,10.0,9.0,0,0,0
B.Corum,1.0,-1.0,1,0,0
B.Corum,2.0,5.0,0,1,0
B.Corum,10.0,2.0,0,0,0
B.Corum,8.0,-1.0,1,0,0
B.Corum,9.0,4.0,0,1,0
D.Montgomery,10.0,11.0,0,0,0
D.Montgomery,10.0,6.0,0,0,0
D.Montgomery,4.0,-2.0,1,0,0
D.Montgomery,10.0,9.0,0,0,0
D.Montgomery,1.0,14.0,1,0,0
D.Montgomery,1.0,1.0,0,0,0
J.Conner,10.0,1.0,0,0,0
K.Murray,10.0,13.0,0,0,0
K.Murray,20.0,21.0,0,0,0
J.Conner,10.0,2.0,0,0,0
J.Gibbs,10.0,4.0,0,0,0
J.Gibbs,1.0,3.0,0,1,0
J.Gibbs,10.0,2.0,0,0,0
J.Gibbs,15.0,0.0,0,0,0
J.Gibbs,10.0,3.0,0,0,0
J.Gibbs,7.0,4.0,1,0,0
J.Gibbs,3.0,14.0,0,1,0
J.Gibbs,9.0,5.0,0,0,0
J.Gibbs,4.0,-1.0,1,0,0
K.Murray,10.0,3.0,0,0,0
J.Conner,7.0,3.0,1,0,0
D.Montgomery,10.0,7.0,0,0,0
D.Montgomery,10.0,0.0,0,0,0
D.Montgomery,10.0,7.0,1,0,0
J.Conner,15.0,3.0,0,0,0
J.Conner,10.0,-1.0,0,0,0
D.Montgomery,10.0,2.0,0,0,0
J.Gibbs,12.0,14.0,0,1,0
J.Gibbs,10.0,6.0,0,0,0
E.Demercado,10.0,6.0,1,0,0
J.Conner,10.0,4.0,1,0,0
J.Conner,10.0,7.0,0,0,0
D.Montgomery,1.0,4.0,1,0,0
D.Montgomery,10.0,1.0,0,0,0
J.Conner,10.0,1.0,0,0,0
K.Murray,9.0,8.0,0,1,0
J.Williams,10.0,-7.0,0,0,0
T.Benson,10.0,6.0,0,0,0
T.Benson,4.0,2.0,1,0,0
E.Demercado,2.0,1.0,0,1,0
K.Murray,1.0,0.0,0,0,1
J.Gibbs,10.0,18.0,0,0,0
J.Gibbs,10.0,8.0,0,0,0
D.Montgomery,2.0,1.0,0,1,0
D.Montgomery,1.0,0.0,0,0,1
J.Conner,10.0,-3.0,1,0,0
D.Montgomery,3.0,4.0,1,0,0
D.Montgomery,10.0,7.0,0,0,0
D.Montgomery,3.0,3.0,1,0,0
J.Gibbs,10.0,2.0,0,0,0
J.Gibbs,8.0,0.0,1,0,0
D.Montgomery,10.0,16.0,0,0,0
D.Montgomery,10.0,2.0,0,0,0
D.Montgomery,8.0,6.0,1,0,0
J.Gibbs,2.0,1.0,0,1,0
D.Montgomery,10.0,4.0,0,0,0
D.Montgomery,11.0,-1.0,1,0,0
D.Montgomery,10.0,3.0,0,0,0
J.Goff,7.0,8.0,1,0,0
J.Goff,10.0,-1.0,0,0,0
J.Goff,11.0,-1.0,1,0,0
J.Conner,1.0,6.0,1,0,0
K.Murray,10.0,3.0,0,0,0
J.Conner,7.0,10.0,1,0,0
J.Conner,10.0,16.0,0,0,0
J.Conner,10.0,-1.0,0,0,0
J.Conner,1.0,0.0,0,1,0
B.Robinson,10.0,4.0,0,0,0
J.Daniels,6.0,2.0,1,0,0
B.Robinson,10.0,2.0,0,0,0
B.Robinson,2.0,17.0,0,1,0
B.Robinson,10.0,9.0,0,0,0
J.Daniels,1.0,8.0,1,0,0
B.Robinson,6.0,6.0,0,0,0
J.Conner,10.0,5.0,0,0,0
J.Conner,5.0,12.0,1,0,0
J.Conner,10.0,1.0,1,0,0
B.Robinson,10.0,1.0,0,0,0
B.Robinson,10.0,6.0,0,0,0
J.Daniels,4.0,2.0,1,0,0
J.McNichols,10.0,6.0,0,0,0
J.Daniels,4.0,3.0,1,0,0
B.Robinson,1.0,2.0,0,1,0
J.Daniels,10.0,6.0,0,0,0
J.McNichols,4.0,27.0,1,0,0
T.Benson,10.0,6.0,0,0,0
B.Robinson,1.0,9.0,1,0,0
B.Robinson,10.0,7.0,0,0,0
J.Conner,10.0,0.0,0,0,0
B.Robinson,10.0,0.0,0,0,0
B.Robinson,10.0,-5.0,1,0,0
J.Conner,10.0,0.0,0,0,0
J.Conner,1.0,2.0,0,1,0
J.Conner,10.0,4.0,0,0,0
E.Demercado,10.0,0.0,0,0,0
J.Daniels,10.0,7.0,0,0,0
J.McNichols,3.0,5.0,1,0,0
B.Robinson,1.0,5.0,1,0,0
J.Daniels,9.0,9.0,0,0,0
J.Conner,10.0,4.0,0,0,0
E.Demercado,34.0,8.0,0,1,0
B.Robinson,10.0,1.0,0,0,0
B.Robinson,10.0,1.0,0,0,0
J.McNichols,1.0,15.0,0,0,1
J.Conner,5.0,20.0,1,0,0
J.Conner,10.0,5.0,0,0,0
E.Demercado,10.0,0.0,0,0,0
J.Conner,10.0,8.0,0,0,0
J.Conner,2.0,6.0,1,0,0
J.Conner,6.0,6.0,0,0,0
B.Robinson,10.0,4.0,0,0,0
B.Robinson,10.0,7.0,0,0,0
J.Daniels,3.0,10.0,1,0,0
B.Robinson,20.0,5.0,0,0,0
B.Robinson,9.0,1.0,0,0,0
E.Demercado,1.0,16.0,0,1,0
B.Robinson,10.0,1.0,0,0,0
B.Robinson,9.0,18.0,0,1,0
J.McNichols,10.0,2.0,0,0,0
J.McNichols,8.0,3.0,1,0,0
J.McNichols,10.0,3.0,0,0,0
J.McNichols,7.0,7.0,1,0,0
T.Benson,10.0,8.0,0,0,0
T.Benson,2.0,1.0,1,0,0
T.Benson,1.0,10.0,0,1,0
T.Benson,10.0,0.0,0,0,0
T.Benson,8.0,6.0,1,0,0
T.Benson,2.0,3.0,0,1,0
T.Benson,10.0,13.0,0,0,0
T.Benson,10.0,3.0,0,0,0
B.Purdy,10.0,2.0,1,0,0
K.Murray,10.0,50.0,0,0,0
J.Mason,6.0,0.0,0,0,0
J.Mason,10.0,2.0,0,0,0
D.Samuel,8.0,2.0,1,0,0
J.Mason,1.0,2.0,1,0,0
J.Mason,10.0,2.0,0,0,0
B.Purdy,8.0,8.0,1,0,0
I.Guerendo,10.0,5.0,1,0,0
J.Conner,10.0,0.0,0,0,0
J.Conner,10.0,7.0,1,0,0
J.Conner,10.0,0.0,0,0,0
K.Murray,10.0,3.0,0,0,0
J.Mason,10.0,34.0,1,0,0
J.Mason,10.0,2.0,0,0,0
D.Samuel,8.0,7.0,1,0,0
J.Mason,5.0,7.0,1,0,0
I.Guerendo,8.0,3.0,0,0,0
J.Conner,10.0,-3.0,0,0,0
J.Conner,10.0,1.0,0,0,0
K.Murray,9.0,13.0,0,1,0
J.Conner,10.0,4.0,0,0,0
B.Purdy,10.0,12.0,0,0,0
J.Mason,10.0,-1.0,1,0,0
J.Conner,10.0,5.0,0,0,0
J.Mason,10.0,7.0,0,0,0
J.Mason,3.0,13.0,1,0,0
I.Guerendo,10.0,4.0,0,0,0
B.Purdy,6.0,11.0,1,0,0
I.Guerendo,10.0,5.0,0,0,0
I.Guerendo,5.0,5.0,1,0,0
J.Mason,10.0,1.0,0,0,0
J.Conner,10.0,3.0,0,0,0
J.Conner,7.0,8.0,1,0,0
J.Conner,3.0,10.0,1,0,0
J.Conner,10.0,1.0,0,0,0
J.Conner,7.0,14.0,1,0,0
J.Conner,0.0,2.0,0,0,0
J.Mason,1.0,20.0,1,0,0
D.Samuel,10.0,0.0,0,0,0
J.Mason,10.0,1.0,0,0,0
J.Mason,8.0,-1.0,0,0,0
J.Conner,10.0,9.0,0,0,0
J.Conner,1.0,6.0,1,0,0
J.Conner,10.0,3.0,0,0,0
J.Conner,7.0,8.0,1,0,0
K.Murray,10.0,13.0,0,0,0
J.Conner,10.0,10.0,0,0,0
J.Conner,10.0,-1.0,0,0,0
J.Conner,11.0,1.0,1,0,0
K.Murray,10.0,7.0,0,1,0
K.Murray,10.0,-1.0,0,0,0
K.Murray,11.0,-2.0,1,0,0
J.Jacobs,5.0,2.0,0,0,0
J.Jacobs,10.0,5.0,1,0,0
J.Conner,10.0,2.0,0,0,0
J.Conner,8.0,-1.0,1,0,0
J.Jacobs,10.0,14.0,0,0,0
B.Melton,5.0,16.0,0,0,0
J.Jacobs,9.0,4.0,0,0,0
J.Conner,1.0,9.0,1,0,0
J.Conner,10.0,3.0,0,0,0
J.Reed,10.0,0.0,0,0,0
Em.Wilson,10.0,7.0,1,0,0
J.Jacobs,10.0,2.0,0,0,0
J.Love,10.0,3.0,0,0,0
K.Murray,10.0,4.0,0,0,0
T.Benson,6.0,1.0,1,0,0
J.Jacobs,10.0,5.0,0,0,0
J.Jacobs,10.0,4.0,0,0,0
J.Jacobs,4.0,2.0,1,0,0
J.Jacobs,2.0,1.0,0,1,0
J.Jacobs,10.0,2.0,0,0,0
K.Murray,1.0,-2.0,0,1,0
J.Conner,10.0,1.0,0,0,0
K.Murray,9.0,4.0,1,0,0
J.Conner,10.0,8.0,0,0,0
J.Conner,10.0,2.0,0,0,0
J.Jacobs,10.0,5.0,0,0,0
T.Benson,10.0,1.0,0,0,0
T.Benson,10.0,3.0,0,0,0
T.Benson,10.0,20.0,0,0,0
T.Benson,15.0,1.0,0,0,0
J.Jacobs,10.0,6.0,0,0,0
J.Jacobs,4.0,-1.0,1,0,0
J.Love,5.0,6.0,0,1,0
J.Jacobs,10.0,-1.0,0,0,0
K.Murray,10.0,1.0,0,0,0
E.Demercado,3.0,6.0,0,1,0
J.Jacobs,10.0,3.0,0,0,0
J.Jacobs,7.0,3.0,1,0,0
J.Love,4.0,6.0,0,1,0
Em.Wilson,10.0,5.0,0,0,0
Em.Wilson,5.0,4.0,1,0,0
T.Kraft,1.0,2.0,0,1,0
J.Jacobs,10.0,7.0,0,0,0
J.Jacobs,10.0,-1.0,0,0,0
C.Brooks,11.0,7.0,1,0,0
K.Murray,5.0,2.0,1,0,0
E.Demercado,3.0,7.0,0,1,0
E.Demercado,1.0,4.0,0,1,0
E.Demercado,10.0,8.0,0,0,0
K.Murray,6.0,5.0,1,0,0
K.Murray,11.0,0.0,1,0,0
Em.Wilson,10.0,3.0,0,0,0
B.Melton,7.0,11.0,1,0,0
Em.Wilson,10.0,6.0,0,0,0
Em.Wilson,4.0,13.0,1,0,0
C.Brooks,10.0,3.0,0,0,0
Em.Wilson,7.0,16.0,1,0,0
C.Brooks,10.0,0.0,0,0,0
C.Brooks,10.0,11.0,1,0,0
J.Love,10.0,-1.0,0,0,0
J.Love,11.0,-1.0,1,0,0
K.Murray,10.0,5.0,1,0,0
J.Conner,10.0,1.0,0,0,0
K.Murray,9.0,16.0,1,0,0
J.Conner,10.0,6.0,0,0,0
J.Dobbins,10.0,7.0,0,0,0
J.Dobbins,3.0,4.0,1,0,0
K.Murray,10.0,2.0,0,0,0
J.Conner,8.0,10.0,1,0,0
J.Conner,10.0,11.0,0,0,0
J.Conner,10.0,0.0,0,0,0
J.Herbert,10.0,4.0,0,0,0
K.Vidal,6.0,1.0,1,0,0
J.Dobbins,10.0,2.0,0,0,0
J.Dobbins,10.0,-2.0,0,0,0
J.Reagor,10.0,-1.0,0,0,0
J.Dobbins,1.0,1.0,0,1,0
J.Conner,10.0,5.0,0,0,0
C.Tune,1.0,2.0,0,1,0
J.Conner,10.0,14.0,0,0,0
J.Conner,2.0,3.0,1,0,0
J.Conner,7.0,2.0,0,0,0
J.Dobbins,10.0,2.0,0,0,0
J.Conner,10.0,-6.0,1,0,0
E.Demercado,16.0,14.0,0,1,0
K.Vidal,1.0,7.0,1,0,0
J.Dobbins,10.0,6.0,0,0,0
J.Dobbins,4.0,2.0,1,0,0
J.Dobbins,2.0,11.0,0,1,0
J.Conner,10.0,4.0,0,0,0
J.Conner,10.0,0.0,0,0,0
J.Conner,10.0,13.0,1,0,0
J.Conner,14.0,13.0,1,0,0
C.Tune,1.0,0.0,0,1,0
C.Tune,1.0,0.0,0,0,1
J.Dobbins,10.0,2.0,0,0,0
J.Dobbins,15.0,2.0,0,0,0
K.Vidal,10.0,2.0,0,0,0
J.Conner,10.0,1.0,0,0,0
K.Murray,10.0,44.0,0,0,0
J.Conner,10.0,6.0,0,0,0
J.Conner,4.0,7.0,1,0,0
J.Dobbins,10.0,1.0,0,0,0
J.Dobbins,1.0,0.0,1,0,0
H.Haskins,1.0,0.0,0,1,0
H.Haskins,1.0,2.0,0,0,1
J.Dobbins,10.0,2.0,0,0,0
J.Herbert,8.0,4.0,1,0,0
J.Conner,10.0,5.0,0,0,0
J.Conner,5.0,6.0,1,0,0
K.Murray,10.0,-1.0,0,0,0
K.Murray,11.0,-2.0,1,0,0
D.Achane,10.0,11.0,0,0,0
D.Achane,10.0,9.0,0,0,0
R.Mostert,1.0,1.0,0,1,0
J.Conner,10.0,4.0,0,0,0
D.Achane,10.0,4.0,0,0,0
J.Wright,11.0,6.0,1,0,0
T.Tagovailoa,10.0,0.0,0,0,0
R.Mostert,10.0,1.0,0,0,0
J.Wright,19.0,12.0,1,0,0
J.Conner,10.0,2.0,0,0,0
T.Benson,2.0,10.0,1,0,0
J.Conner,10.0,0.0,0,0,0
J.Conner,1.0,0.0,1,0,0
D.Achane,10.0,7.0,0,0,0
D.Achane,10.0,2.0,0,0,0
J.Conner,10.0,-3.0,0,0,0
K.Murray,10.0,6.0,0,0,0
J.Conner,10.0,7.0,0,0,0
J.Conner,3.0,2.0,1,0,0
J.Conner,1.0,2.0,0,1,0
K.Murray,10.0,3.0,1,0,0
R.Mostert,10.0,1.0,0,0,0
D.Achane,10.0,6.0,0,0,0
R.Mostert,4.0,-1.0,1,0,0
K.Murray,10.0,-1.0,0,1,0
J.Conner,10.0,-10.0,0,0,0
D.Achane,10.0,47.0,0,0,0
T.Tagovailoa,9.0,13.0,0,1,0
R.Mostert,9.0,-3.0,0,0,0
J.Conner,10.0,2.0,0,0,0
T.Tagovailoa,10.0,0.0,1,0,0
J.Conner,10.0,13.0,1,0,0
K.Murray,10.0,4.0,0,0,0
J.Conner,10.0,3.0,0,0,0
J.Conner,0.0,0.0,0,0,0
D.Achane,10.0,4.0,0,0,0
R.Mostert,10.0,13.0,0,0,0
R.Mostert,4.0,1.0,1,0,0
R.Mostert,3.0,6.0,0,1,0
J.Conner,2.0,2.0,1,0,0
D.Achane,10.0,9.0,0,0,0
A.Ingold,1.0,3.0,1,0,0
D.Achane,10.0,-2.0,0,0,0
R.Mostert,10.0,0.0,0,0,0
J.Conner,3.0,2.0,1,0,0
J.Conner,10.0,17.0,0,0,0
J.Conner,10.0,5.0,0,0,0
J.Conner,5.0,1.0,1,0,0
K.Murray,4.0,7.0,0,1,0
J.Conner,10.0,3.0,0,0,0
J.Conner,7.0,1.0,1,0,0
J.Conner,6.0,0.0,0,1,0
J.Conner,10.0,3.0,0,0,0
J.Conner,7.0,1.0,1,0,0
D.Swift,3.0,4.0,1,0,0
D.Swift,10.0,3.0,0,0,0
D.Swift,10.0,-2.0,0,0,0
J.Conner,10.0,4.0,0,0,0
D.Swift,10.0,2.0,0,0,0
J.Conner,10.0,15.0,0,0,0
J.Conner,6.0,5.0,1,0,0
T.McBride,2.0,2.0,0,0,0
D.Swift,10.0,10.0,1,0,0
D.Swift,9.0,2.0,1,0,0
R.Johnson,10.0,7.0,0,0,0
T.Benson,10.0,2.0,0,0,0
D.Swift,10.0,9.0,0,0,0
D.Swift,1.0,2.0,1,0,0
D.Swift,10.0,0.0,1,0,0
T.Benson,10.0,17.0,0,0,0
J.Conner,2.0,9.0,1,0,0
J.Conner,10.0,16.0,0,0,0
J.Conner,10.0,4.0,0,0,0
J.Conner,6.0,6.0,1,0,0
J.Conner,10.0,4.0,0,0,0
J.Conner,7.0,6.0,0,0,0
T.Benson,1.0,1.0,0,1,0
D.Swift,10.0,4.0,0,0,0
E.Demercado,5.0,53.0,0,1,0
C.Williams,10.0,-1.0,0,0,0
D.Swift,10.0,1.0,0,0,0
J.Conner,10.0,15.0,0,0,0
J.Conner,10.0,7.0,0,0,0
J.Conner,3.0,1.0,1,0,0
K.Murray,2.0,6.0,0,1,0
J.Conner,10.0,8.0,0,0,0
J.Conner,2.0,-3.0,1,0,0
J.Conner,10.0,4.0,0,0,0
J.Conner,12.0,2.0,0,1,0
D.Swift,10.0,-2.0,0,0,0
D.Swift,10.0,3.0,0,0,0
C.Williams,7.0,2.0,1,0,0
R.Johnson,5.0,1.0,0,1,0
T.Benson,10.0,3.0,1,0,0
C.Williams,20.0,2.0,1,0,0
T.Benson,10.0,4.0,0,0,0
T.Benson,10.0,4.0,0,0,0
D.Swift,10.0,0.0,0,0,0
T.Benson,10.0,2.0,0,0,0
T.Benson,8.0,4.0,1,0,0
E.Demercado,4.0,3.0,0,1,0
K.Murray,1.0,0.0,0,0,1
D.Swift,1.0,2.0,0,1,0
D.Swift,5.0,13.0,1,0,0
E.Demercado,10.0,-1.0,0,0,0
E.Demercado,11.0,4.0,1,0,0
D.Dallas,7.0,2.0,0,1,0
R.Johnson,10.0,5.0,0,0,0
C.Williams,7.0,2.0,0,1,0
J.Conner,10.0,7.0,0,0,0
J.Conner,1.0,0.0,0,0,0
J.Conner,1.0,1.0,1,0,0
B.Hall,10.0,14.0,0,0,0
B.Hall,10.0,3.0,0,0,0
B.Allen,1.0,2.0,0,1,0
B.Allen,10.0,12.0,0,0,0
B.Hall,10.0,4.0,0,0,0
J.Conner,10.0,1.0,0,0,0
T.Benson,9.0,13.0,1,0,0
T.Benson,10.0,2.0,0,0,0
J.Conner,1.0,0.0,0,0,0
K.Murray,1.0,1.0,0,1,0
B.Allen,3.0,1.0,1,0,0
B.Hall,10.0,1.0,0,0,0
B.Hall,10.0,6.0,0,0,0
B.Hall,4.0,7.0,1,0,0
B.Allen,10.0,-1.0,0,0,0
B.Allen,11.0,5.0,1,0,0
J.Conner,17.0,7.0,1,0,0
B.Hall,10.0,0.0,1,0,0
T.Benson,10.0,6.0,0,0,0
T.Benson,10.0,7.0,0,0,0
J.Conner,1.0,0.0,0,1,0
J.Conner,1.0,2.0,0,0,1
J.Conner,10.0,0.0,0,0,0
B.Hall,10.0,0.0,0,0,0
B.Hall,10.0,9.0,0,0,0
B.Allen,6.0,3.0,0,0,0
J.Conner,10.0,0.0,0,0,0
K.Murray,1.0,8.0,1,0,0
J.Conner,10.0,3.0,0,0,0
T.Benson,15.0,7.0,0,0,0
J.Conner,10.0,12.0,0,0,0
K.Murray,10.0,12.0,0,0,0
B.Hall,9.0,8.0,1,0,0
B.Allen,1.0,5.0,0,1,0
T.Benson,10.0,10.0,0,0,0
T.Benson,10.0,2.0,0,0,0
T.Benson,8.0,14.0,1,0,0
T.Benson,10.0,-1.0,0,0,0
T.Benson,11.0,2.0,1,0,0
E.Demercado,10.0,1.0,0,0,0
E.Demercado,9.0,7.0,1,0,0
E.Demercado,2.0,14.0,0,1,0
D.Dallas,10.0,1.0,0,0,0
D.Dallas,9.0,6.0,1,0,0
D.Dallas,3.0,3.0,0,1,0
C.Tune,10.0,-1.0,0,0,0
J.Conner,10.0,4.0,0,0,0
K.Walker,10.0,-5.0,0,0,0
K.Walker,10.0,6.0,0,0,0
Z.Charbonnet,4.0,0.0,1,0,0
J.Conner,10.0,0.0,0,0,0
T.Benson,10.0,2.0,0,0,0
K.Walker,10.0,-2.0,0,0,0
J.Conner,10.0,4.0,0,0,0
K.Murray,10.0,3.0,0,0,0
K.Walker,10.0,5.0,0,0,0
K.Walker,5.0,14.0,1,0,0
K.Walker,10.0,0.0,0,0,0
K.Walker,10.0,2.0,0,0,0
J.Conner,10.0,1.0,1,0,0
K.Walker,10.0,0.0,0,0,0
Z.Charbonnet,4.0,3.0,0,0,0
Z.Charbonnet,1.0,-2.0,1,0,0
E.Demercado,18.0,14.0,0,1,0
G.Smith,10.0,-1.0,1,0,0
K.Walker,4.0,4.0,1,0,0
K.Walker,10.0,5.0,0,0,0
J.Conner,10.0,1.0,0,0,0
T.Benson,10.0,7.0,0,0,0
T.Benson,3.0,0.0,1,0,0
J.Conner,3.0,2.0,0,1,0
J.Conner,10.0,-4.0,0,0,0
K.Walker,10.0,-1.0,0,0,0
K.Walker,10.0,3.0,0,0,0
Z.Charbonnet,7.0,12.0,1,0,0
K.Walker,10.0,4.0,1,0,0
T.Benson,10.0,9.0,0,0,0
K.Murray,10.0,6.0,1,0,0
G.Smith,20.0,4.0,0,0,0
K.Walker,10.0,3.0,0,0,0
Z.Charbonnet,4.0,6.0,0,1,0
K.Walker,10.0,6.0,0,0,0
K.Walker,4.0,-3.0,1,0,0
Z.Charbonnet,7.0,3.0,0,1,0
G.Smith,10.0,-1.0,0,0,0
J.Conner,10.0,6.0,0,0,0
J.Conner,4.0,6.0,1,0,0
T.Benson,1.0,10.0,0,1,0
J.Conner,10.0,1.0,0,0,0
J.Conner,9.0,3.0,1,0,0
A.Jones,10.0,2.0,0,0,0
S.Darnold,10.0,8.0,0,0,0
A.Jones,2.0,6.0,1,0,0
A.Jones,10.0,8.0,1,0,0
J.Conner,1.0,2.0,0,1,0
K.Murray,10.0,6.0,0,0,0
J.Conner,4.0,2.0,1,0,0
K.Murray,15.0,1.0,0,0,0
E.Demercado,21.0,3.0,0,1,0
C.Akers,10.0,3.0,0,0,0
J.Conner,15.0,1.0,0,0,0
K.Murray,14.0,19.0,1,0,0
G.Dortch,10.0,6.0,0,0,0
J.Conner,20.0,2.0,0,0,0
T.Chandler,1.0,0.0,1,0,0
T.Chandler,1.0,2.0,0,1,0
S.Darnold,10.0,3.0,0,0,0
K.Murray,10.0,11.0,1,0,0
A.Jones,10.0,5.0,0,0,0
J.Conner,10.0,-2.0,0,0,0
J.Conner,1.0,4.0,1,0,0
J.Conner,3.0,9.0,1,0,0
J.Conner,10.0,4.0,0,0,0
E.Demercado,6.0,1.0,0,1,0
A.Jones,10.0,1.0,0,0,0
K.Murray,10.0,3.0,0,0,0
T.Benson,10.0,1.0,0,0,0
C.Akers,10.0,18.0,0,0,0
J.Conner,10.0,12.0,0,0,0
C.Akers,10.0,-4.0,0,0,0
S.Darnold,10.0,12.0,1,0,0
J.Conner,10.0,16.0,1,0,0
J.Conner,10.0,-2.0,1,0,0
J.Conner,10.0,-3.0,0,0,0
E.Demercado,7.0,8.0,0,1,0
K.Murray,10.0,5.0,0,0,0
J.Conner,10.0,7.0,0,0,0
T.Benson,25.0,9.0,1,0,0
C.Akers,10.0,5.0,0,0,0
K.Murray,13.0,3.0,0,1,0
S.Darnold,10.0,-1.0,0,0,0
J.Conner,10.0,1.0,1,0,0
J.Conner,5.0,-1.0,0,0,0
Z.Charbonnet,3.0,2.0,1,0,0
K.McIntosh,3.0,8.0,1,0,0
K.McIntosh,2.0,1.0,1,0,0
Z.Charbonnet,9.0,-1.0,0,0,0
Z.Charbonnet,5.0,3.0,1,0,0
J.Conner,10.0,1.0,0,0,0
J.Conner,10.0,1.0,0,0,0
Z.Charbonnet,10.0,22.0,0,0,0
Z.Charbonnet,5.0,4.0,0,0,0
Z.Charbonnet,1.0,0.0,1,0,0
Z.Charbonnet,1.0,1.0,0,1,0
J.Conner,10.0,1.0,0,0,0
J.Conner,1.0,5.0,0,1,0
J.Conner,10.0,23.0,0,0,0
J.Conner,10.0,2.0,0,0,0
K.McIntosh,10.0,16.0,0,0,0
